State,City,Gender,Weapon Used,Affected Age Group,Total,Year
Antioquia,La Unión,Male,Sharp weapon,Adult,1.0,2015
Antioquia,La Unión,Male,Blunt force weapon,Adult,3.0,2015
Antioquia,La Unión,Male,None,Adult,2.0,2015
Antioquia,Liborina,Female,Blunt force weapon,Adult,6.0,2015
Antioquia,Maceo,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Maceo,Female,None,Adult,4.0,2015
Antioquia,Maceo,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Maceo,Male,None,Adult,1.0,2015
Antioquia,Marinilla,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Marinilla,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Marinilla,Female,Blunt force weapon,Adult,20.0,2015
Antioquia,Marinilla,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Marinilla,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Marinilla,Female,Not reported,Adult,1.0,2015
Antioquia,Marinilla,Female,None,Adult,7.0,2015
Antioquia,Marinilla,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Marinilla,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Marinilla,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Marinilla,Male,None,Minors,1.0,2015
Antioquia,Medellín (Ct),Female,Sharp weapon,Teenagers,6.0,2015
Antioquia,Medellín (Ct),Female,Sharp weapon,Adult,199.0,2015
Antioquia,Medellín (Ct),Female,Firearm,Adult,13.0,2015
Antioquia,Medellín (Ct),Female,Blunt force weapon,Teenagers,25.0,2015
Antioquia,Medellín (Ct),Female,Blunt force weapon,Adult,869.0,2015
Antioquia,Medellín (Ct),Female,Blunt force weapon,Minors,11.0,2015
Antioquia,Medellín (Ct),Female,Sharp weapon,Adult,6.0,2015
Antioquia,Medellín (Ct),Female,Sharp weapon,Adult,3.0,2015
Antioquia,Medellín (Ct),Female,Scopolamine,Adult,19.0,2015
Antioquia,Medellín (Ct),Female,Not reported,Adult,14.0,2015
Antioquia,Medellín (Ct),Female,None,Teenagers,113.0,2015
Antioquia,Medellín (Ct),Female,None,Adult,3310.0,2015
Antioquia,Medellín (Ct),Female,None,Minors,35.0,2015
Antioquia,Medellín (Ct),Male,Sharp weapon,Teenagers,2.0,2015
Antioquia,Medellín (Ct),Male,Sharp weapon,Adult,69.0,2015
Antioquia,Medellín (Ct),Male,Firearm,Adult,3.0,2015
Antioquia,Medellín (Ct),Male,Blunt force weapon,Teenagers,13.0,2015
Antioquia,Medellín (Ct),Male,Blunt force weapon,Adult,255.0,2015
Antioquia,Medellín (Ct),Male,Blunt force weapon,Minors,5.0,2015
Antioquia,Medellín (Ct),Male,Sharp weapon,Adult,2.0,2015
Antioquia,Medellín (Ct),Male,Sharp weapon,Adult,1.0,2015
Antioquia,Medellín (Ct),Male,Scopolamine,Adult,4.0,2015
Antioquia,Medellín (Ct),Male,Not reported,Adult,2.0,2015
Antioquia,Medellín (Ct),Male,None,Teenagers,23.0,2015
Antioquia,Medellín (Ct),Male,None,Adult,726.0,2015
Antioquia,Medellín (Ct),Male,None,Minors,36.0,2015
Antioquia,Montebello,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,Montebello,Female,None,Adult,3.0,2015
Antioquia,Mutatá,Female,Blunt force weapon,Teenagers,3.0,2015
Antioquia,Mutatá,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Mutatá,Female,None,Adult,1.0,2015
Antioquia,Nariño,Female,Blunt force weapon,Adult,4.0,2015
Antioquia,Nariño,Female,None,Adult,1.0,2015
Antioquia,Nariño,Male,Sharp weapon,Adult,2.0,2015
Antioquia,Nechí,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Nechí,Female,None,Adult,2.0,2015
Antioquia,Nechí,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Nechí,Male,None,Teenagers,1.0,2015
Antioquia,Necoclí,Female,Firearm,Adult,1.0,2015
Antioquia,Necoclí,Female,Blunt force weapon,Teenagers,4.0,2015
Antioquia,Necoclí,Female,Blunt force weapon,Adult,13.0,2015
Antioquia,Necoclí,Female,None,Adult,2.0,2015
Antioquia,Necoclí,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Peque,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Peque,Female,None,Adult,1.0,2015
Antioquia,Peñol,Female,Blunt force weapon,Adult,6.0,2015
Antioquia,Peñol,Female,None,Adult,3.0,2015
Antioquia,Peñol,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Pueblorrico,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,Pueblorrico,Female,None,Adult,3.0,2015
Antioquia,Puerto Berrío,Female,Sharp weapon,Adult,6.0,2015
Antioquia,Puerto Berrío,Female,Firearm,Adult,1.0,2015
Antioquia,Puerto Berrío,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Puerto Berrío,Female,Blunt force weapon,Adult,47.0,2015
Antioquia,Puerto Berrío,Female,Scopolamine,Adult,2.0,2015
Antioquia,Puerto Berrío,Female,None,Teenagers,3.0,2015
Antioquia,Puerto Berrío,Female,None,Adult,48.0,2015
Antioquia,Puerto Berrío,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Puerto Berrío,Male,Firearm,Adult,1.0,2015
Antioquia,Puerto Berrío,Male,Blunt force weapon,Teenagers,3.0,2015
Antioquia,Puerto Berrío,Male,Blunt force weapon,Adult,14.0,2015
Antioquia,Puerto Berrío,Male,Scopolamine,Adult,1.0,2015
Antioquia,Puerto Berrío,Male,None,Adult,8.0,2015
Antioquia,Puerto Nare,Female,Blunt force weapon,Adult,4.0,2015
Antioquia,Puerto Nare,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Puerto Nare,Female,None,Adult,2.0,2015
Antioquia,Puerto Nare,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Puerto Triunfo,Female,Blunt force weapon,Adult,4.0,2015
Antioquia,Puerto Triunfo,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Puerto Triunfo,Female,None,Adult,5.0,2015
Antioquia,Puerto Triunfo,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Remedios,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Remedios,Female,Blunt force weapon,Adult,4.0,2015
Antioquia,Remedios,Female,None,Adult,4.0,2015
Antioquia,Retiro,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Retiro,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Retiro,Female,None,Adult,1.0,2015
Antioquia,Retiro,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Retiro,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Retiro,Male,None,Minors,1.0,2015
Antioquia,Rionegro,Female,Sharp weapon,Adult,3.0,2015
Antioquia,Rionegro,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Rionegro,Female,Blunt force weapon,Adult,53.0,2015
Antioquia,Rionegro,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Rionegro,Female,Not reported,Adult,1.0,2015
Antioquia,Rionegro,Female,None,Teenagers,1.0,2015
Antioquia,Rionegro,Female,None,Adult,21.0,2015
Antioquia,Rionegro,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Rionegro,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Rionegro,Male,Blunt force weapon,Adult,7.0,2015
Antioquia,Rionegro,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Rionegro,Male,Not reported,Adult,3.0,2015
Antioquia,Rionegro,Male,None,Adult,4.0,2015
Antioquia,Sabanalarga,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,Sabanalarga,Female,None,Adult,1.0,2015
Antioquia,Sabaneta,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Sabaneta,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Sabaneta,Female,Blunt force weapon,Adult,38.0,2015
Antioquia,Sabaneta,Female,Not reported,Adult,2.0,2015
Antioquia,Sabaneta,Female,None,Teenagers,1.0,2015
Antioquia,Sabaneta,Female,None,Adult,60.0,2015
Antioquia,Sabaneta,Female,None,Minors,1.0,2015
Antioquia,Sabaneta,Male,Sharp weapon,Adult,3.0,2015
Antioquia,Sabaneta,Male,Blunt force weapon,Adult,6.0,2015
Antioquia,Sabaneta,Male,Not reported,Adult,1.0,2015
Antioquia,Sabaneta,Male,None,Adult,7.0,2015
Antioquia,Salgar,Female,Sharp weapon,Adult,3.0,2015
Antioquia,Salgar,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Salgar,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Salgar,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Salgar,Male,None,Adult,1.0,2015
Antioquia,San Andrés De Cuerquía,Female,Blunt force weapon,Adult,6.0,2015
Antioquia,San Andrés De Cuerquía,Female,Not reported,Adult,2.0,2015
Antioquia,San Carlos,Female,None,Adult,3.0,2015
Antioquia,San Francisco,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,San Francisco,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,San Jerónimo,Female,Sharp weapon,Adult,2.0,2015
Antioquia,San Jerónimo,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,San Jerónimo,Female,Not reported,Adult,1.0,2015
Antioquia,San José De La Montaña,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,San Juan De Urabá,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,San Juan De Urabá,Female,None,Adult,3.0,2015
Antioquia,San Juan De Urabá,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,San Juan De Urabá,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,San Juan De Urabá,Male,Blunt force weapon,Minors,2.0,2015
Antioquia,San Juan De Urabá,Male,None,Minors,1.0,2015
Antioquia,San Luis,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,San Luis,Female,None,Adult,1.0,2015
Antioquia,San Pedro,Female,Blunt force weapon,Adult,17.0,2015
Antioquia,San Pedro,Female,Not reported,Adult,1.0,2015
Antioquia,San Pedro,Female,None,Adult,4.0,2015
Antioquia,San Pedro,Male,Sharp weapon,Adult,1.0,2015
Antioquia,San Pedro,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,San Pedro,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,San Pedro,Male,None,Adult,2.0,2015
Antioquia,San Pedro De Urabá,Female,Sharp weapon,Adult,1.0,2015
Antioquia,San Pedro De Urabá,Female,Blunt force weapon,Adult,14.0,2015
Antioquia,San Pedro De Urabá,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,San Pedro De Urabá,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,San Rafael,Female,Blunt force weapon,Adult,8.0,2015
Antioquia,San Rafael,Female,None,Adult,3.0,2015
Antioquia,San Roque,Female,Blunt force weapon,Adult,7.0,2015
Antioquia,San Roque,Female,None,Adult,1.0,2015
Antioquia,San Roque,Male,Blunt force weapon,Adult,3.0,2015
Antioquia,San Vicente,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,San Vicente,Female,None,Adult,1.0,2015
Antioquia,San Vicente,Male,Blunt force weapon,Adult,3.0,2015
Antioquia,San Vicente,Male,None,Teenagers,1.0,2015
Antioquia,Santa Bárbara,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Santa Bárbara,Female,Blunt force weapon,Adult,18.0,2015
Antioquia,Santa Bárbara,Female,Not reported,Adult,2.0,2015
Antioquia,Santa Bárbara,Female,None,Adult,12.0,2015
Antioquia,Santa Bárbara,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Santa Bárbara,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Santa Bárbara,Male,None,Adult,1.0,2015
Antioquia,Santa Rosa De Osos,Female,Sharp weapon,Adult,3.0,2015
Antioquia,Santa Rosa De Osos,Female,Blunt force weapon,Adult,19.0,2015
Antioquia,Santa Rosa De Osos,Female,Not reported,Adult,1.0,2015
Antioquia,Santa Rosa De Osos,Female,None,Teenagers,1.0,2015
Antioquia,Santa Rosa De Osos,Female,None,Adult,8.0,2015
Antioquia,Santa Rosa De Osos,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Santafé De Antioquia,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Santafé De Antioquia,Female,Firearm,Adult,1.0,2015
Antioquia,Santafé De Antioquia,Female,Blunt force weapon,Adult,17.0,2015
Antioquia,Santafé De Antioquia,Female,Not reported,Adult,1.0,2015
Antioquia,Santafé De Antioquia,Female,None,Adult,2.0,2015
Antioquia,Santafé De Antioquia,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Santafé De Antioquia,Male,Scopolamine,Adult,1.0,2015
Antioquia,Santafé De Antioquia,Male,None,Adult,1.0,2015
Antioquia,Santo Domingo,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Santo Domingo,Female,Firearm,Adult,1.0,2015
Antioquia,Santo Domingo,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Santo Domingo,Female,Blunt force weapon,Adult,9.0,2015
Antioquia,Santo Domingo,Female,Not reported,Adult,1.0,2015
Antioquia,Santo Domingo,Female,None,Adult,1.0,2015
Antioquia,Segovia,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Segovia,Female,Blunt force weapon,Adult,16.0,2015
Antioquia,Segovia,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Segovia,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Segovia,Female,None,Teenagers,1.0,2015
Antioquia,Segovia,Female,None,Adult,6.0,2015
Antioquia,Segovia,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Sonson,Female,Firearm,Adult,1.0,2015
Antioquia,Sonson,Female,Blunt force weapon,Adult,10.0,2015
Antioquia,Sonson,Female,Not reported,Adult,1.0,2015
Antioquia,Sonson,Female,None,Adult,8.0,2015
Antioquia,Sonson,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Sopetrán,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Sopetrán,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Sopetrán,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Tarazá,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Tarazá,Female,Blunt force weapon,Adult,19.0,2015
Antioquia,Tarazá,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Tarazá,Female,Not reported,Adult,1.0,2015
Antioquia,Tarazá,Female,None,Teenagers,1.0,2015
Antioquia,Tarazá,Female,None,Adult,3.0,2015
Antioquia,Tarazá,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Tarazá,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Tarso,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Tarso,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Tarso,Female,Not reported,Adult,2.0,2015
Antioquia,Tarso,Female,None,Teenagers,1.0,2015
Antioquia,Tarso,Female,None,Adult,7.0,2015
Antioquia,Tarso,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Tarso,Male,None,Teenagers,1.0,2015
Antioquia,Titiribí,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Titiribí,Female,Not reported,Adult,2.0,2015
Antioquia,Titiribí,Female,None,Adult,2.0,2015
Antioquia,Titiribí,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Toledo,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Toledo,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Turbo,Female,Sharp weapon,Adult,10.0,2015
Antioquia,Turbo,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Turbo,Female,Blunt force weapon,Adult,47.0,2015
Antioquia,Turbo,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Turbo,Female,Scopolamine,Adult,1.0,2015
Antioquia,Turbo,Female,Not reported,Adult,5.0,2015
Antioquia,Turbo,Female,Not reported,Minors,1.0,2015
Antioquia,Turbo,Female,None,Teenagers,1.0,2015
Antioquia,Turbo,Female,None,Adult,67.0,2015
Antioquia,Turbo,Male,Sharp weapon,Adult,3.0,2015
Antioquia,Turbo,Male,Blunt force weapon,Adult,11.0,2015
Antioquia,Turbo,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Turbo,Male,Not reported,Minors,3.0,2015
Antioquia,Támesis,Female,Blunt force weapon,Adult,4.0,2015
Antioquia,Támesis,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Uramita,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Uramita,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Uramita,Female,Not reported,Adult,1.0,2015
Antioquia,Uramita,Female,None,Adult,1.0,2015
Antioquia,Urrao,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Urrao,Female,Blunt force weapon,Adult,11.0,2015
Antioquia,Urrao,Female,Punzantes,Adult,1.0,2015
Antioquia,Urrao,Female,None,Adult,2.0,2015
Antioquia,Valdivia,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Valdivia,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Valdivia,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Valparaíso,Female,None,Adult,1.0,2015
Antioquia,Vegachí,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Vegachí,Female,Blunt force weapon,Adult,4.0,2015
Antioquia,Venecia,Female,Blunt force weapon,Adult,13.0,2015
Antioquia,Venecia,Female,None,Adult,1.0,2015
Antioquia,Venecia,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Venecia,Male,None,Adult,1.0,2015
Antioquia,Vigía Del Fuerte,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Yalí,Female,Firearm,Adult,2.0,2015
Antioquia,Yalí,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Yalí,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Yarumal,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Yarumal,Female,Blunt force weapon,Adult,18.0,2015
Antioquia,Yarumal,Female,Not reported,Adult,2.0,2015
Antioquia,Yarumal,Female,Not reported,Minors,1.0,2015
Antioquia,Yarumal,Female,None,Teenagers,3.0,2015
Antioquia,Yarumal,Female,None,Adult,11.0,2015
Antioquia,Yarumal,Female,None,Minors,2.0,2015
Antioquia,Yarumal,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Yarumal,Male,Blunt force weapon,Minors,2.0,2015
Antioquia,Yarumal,Male,Not reported,Minors,1.0,2015
Antioquia,Yarumal,Male,None,Minors,1.0,2015
Antioquia,Yolombó,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Yolombó,Female,Firearm,Adult,1.0,2015
Antioquia,Yolombó,Female,Blunt force weapon,Adult,9.0,2015
Antioquia,Yolombó,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Yolombó,Female,None,Adult,1.0,2015
Antioquia,Yolombó,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Yolombó,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Yolombó,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Yondó,Female,Sharp weapon,Adult,3.0,2015
Antioquia,Yondó,Female,Blunt force weapon,Adult,6.0,2015
Antioquia,Yondó,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Yondó,Female,None,Adult,9.0,2015
Antioquia,Yondó,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Yondó,Male,None,Adult,1.0,2015
Antioquia,Zaragoza,Female,Sharp weapon,Teenagers,1.0,2015
Antioquia,Zaragoza,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Zaragoza,Female,Blunt force weapon,Adult,11.0,2015
Antioquia,Zaragoza,Female,None,Adult,1.0,2015
Arauca,Arauca (Ct),Female,Sharp weapon,Teenagers,2.0,2015
Arauca,Arauca (Ct),Female,Sharp weapon,Adult,6.0,2015
Arauca,Arauca (Ct),Female,Firearm,Adult,2.0,2015
Arauca,Arauca (Ct),Female,Blunt force weapon,Teenagers,7.0,2015
Arauca,Arauca (Ct),Female,Blunt force weapon,Adult,138.0,2015
Arauca,Arauca (Ct),Female,Blunt force weapon,Minors,1.0,2015
Arauca,Arauca (Ct),Female,Sharp weapon,Adult,2.0,2015
Arauca,Arauca (Ct),Female,Scopolamine,Adult,1.0,2015
Arauca,Arauca (Ct),Female,None,Teenagers,1.0,2015
Arauca,Arauca (Ct),Female,None,Adult,15.0,2015
Arauca,Arauca (Ct),Male,Sharp weapon,Adult,4.0,2015
Arauca,Arauca (Ct),Male,Blunt force weapon,Adult,15.0,2015
Arauca,Arauca (Ct),Male,Blunt force weapon,Minors,2.0,2015
Arauca,Arauca (Ct),Male,None,Teenagers,1.0,2015
Arauca,Arauca (Ct),Male,None,Adult,2.0,2015
Arauca,Arauca (Ct),Male,None,Minors,2.0,2015
Arauca,Arauquita,Female,Sharp weapon,Adult,1.0,2015
Arauca,Arauquita,Female,Blunt force weapon,Adult,9.0,2015
Arauca,Arauquita,Female,Sharp weapon,Adult,1.0,2015
Arauca,Arauquita,Male,Blunt force weapon,Adult,1.0,2015
Arauca,Cravo Norte,Female,Blunt force weapon,Adult,4.0,2015
Arauca,Cravo Norte,Female,None,Adult,1.0,2015
Arauca,Fortul,Female,Blunt force weapon,Adult,4.0,2015
Arauca,Fortul,Female,Sharp weapon,Adult,2.0,2015
Arauca,Fortul,Male,Blunt force weapon,Minors,1.0,2015
Arauca,Puerto Rondón,Male,Blunt force weapon,Adult,1.0,2015
Arauca,Saravena,Female,Sharp weapon,Adult,7.0,2015
Arauca,Saravena,Female,Sharp weapon,Minors,1.0,2015
Arauca,Saravena,Female,Firearm,Adult,1.0,2015
Arauca,Saravena,Female,Blunt force weapon,Adult,38.0,2015
Arauca,Saravena,Female,None,Teenagers,1.0,2015
Arauca,Saravena,Female,None,Adult,7.0,2015
Arauca,Saravena,Male,Sharp weapon,Adult,1.0,2015
Arauca,Saravena,Male,Blunt force weapon,Adult,3.0,2015
Arauca,Saravena,Male,Sharp weapon,Adult,1.0,2015
Arauca,Saravena,Male,None,Adult,2.0,2015
Arauca,Tame,Female,Sharp weapon,Adult,6.0,2015
Arauca,Tame,Female,Blunt force weapon,Teenagers,8.0,2015
Arauca,Tame,Female,Blunt force weapon,Adult,54.0,2015
Arauca,Tame,Female,Sharp weapon,Adult,1.0,2015
Arauca,Tame,Female,Sharp weapon,Adult,1.0,2015
Arauca,Tame,Female,Punzantes,Adult,1.0,2015
Arauca,Tame,Female,None,Adult,10.0,2015
Arauca,Tame,Female,None,Minors,1.0,2015
Arauca,Tame,Male,Sharp weapon,Adult,1.0,2015
Arauca,Tame,Male,Blunt force weapon,Teenagers,2.0,2015
Arauca,Tame,Male,Blunt force weapon,Adult,5.0,2015
Arauca,Tame,Male,Sharp weapon,Adult,1.0,2015
Arauca,Tame,Male,None,Adult,2.0,2015
Atlántico,Baranoa,Female,Sharp weapon,Adult,1.0,2015
Atlántico,Baranoa,Female,Blunt force weapon,Adult,7.0,2015
Atlántico,Baranoa,Female,None,Adult,20.0,2015
Atlántico,Baranoa,Male,None,Adult,2.0,2015
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Teenagers,1.0,2015
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Adult,90.0,2015
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Minors,1.0,2015
Atlántico,Barranquilla (Ct),Female,Firearm,Adult,9.0,2015
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Teenagers,24.0,2015
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Adult,716.0,2015
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Minors,10.0,2015
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Teenagers,1.0,2015
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Adult,2.0,2015
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Adult,4.0,2015
Atlántico,Barranquilla (Ct),Female,Scopolamine,Adult,5.0,2015
Atlántico,Barranquilla (Ct),Female,Not reported,Adult,18.0,2015
Atlántico,Barranquilla (Ct),Female,Not reported,Minors,1.0,2015
Atlántico,Barranquilla (Ct),Female,None,Teenagers,9.0,2015
Atlántico,Barranquilla (Ct),Female,None,Adult,498.0,2015
Atlántico,Barranquilla (Ct),Female,None,Minors,7.0,2015
Atlántico,Barranquilla (Ct),Male,Sharp weapon,Teenagers,1.0,2015
Atlántico,Barranquilla (Ct),Male,Sharp weapon,Adult,33.0,2015
Atlántico,Barranquilla (Ct),Male,Sharp weapon,Minors,1.0,2015
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Teenagers,3.0,2015
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Adult,122.0,2015
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Minors,9.0,2015
Atlántico,Barranquilla (Ct),Male,Scopolamine,Adult,1.0,2015
Atlántico,Barranquilla (Ct),Male,Not reported,Adult,4.0,2015
Atlántico,Barranquilla (Ct),Male,Punzantes,Adult,1.0,2015
Atlántico,Barranquilla (Ct),Male,None,Adult,56.0,2015
Atlántico,Barranquilla (Ct),Male,None,Minors,5.0,2015
Atlántico,Campo De La Cruz,Female,Blunt force weapon,Adult,1.0,2015
Atlántico,Candelaria,Female,Blunt force weapon,Adult,2.0,2015
Atlántico,Galapa,Female,Blunt force weapon,Teenagers,2.0,2015
Atlántico,Galapa,Female,Blunt force weapon,Adult,16.0,2015
Atlántico,Galapa,Female,Not reported,Adult,1.0,2015
Atlántico,Galapa,Female,None,Teenagers,1.0,2015
Atlántico,Galapa,Male,Blunt force weapon,Adult,4.0,2015
Atlántico,Juan De Acosta,Female,None,Adult,2.0,2015
Atlántico,Luruaco,Female,Blunt force weapon,Adult,5.0,2015
